InvoiceDetailID,InvoiceID,ProductID,QuantitySold,SellingPrice,TotalPrice
93996,38462,1,3.26,23830,77685.79999999999
93997,38462,2,9.02,22910,206648.2
93998,38462,3,2.46,20790,51143.4
96971,39688,1,4.44,23830,105805.2
96972,39688,2,12.79,22910,293018.9
96973,39688,3,9.15,20790,190228.5
96974,39689,1,7.15,23830,170384.5
96975,39689,2,2.91,22910,66668.1
96976,39689,3,14.19,20790,295010.1
96977,39690,1,6.37,23830,151797.1
96978,39690,2,7.53,22910,172512.30000000002
96979,39690,3,7.24,20790,150519.6
96980,39691,1,1.93,23830,45991.9
96981,39691,2,4.81,22910,110197.1
96982,39692,1,2.39,23830,56953.7
96983,39692,2,3.85,22910,88203.5
96984,39693,1,3.72,23830,88647.6
96985,39693,2,2.62,22910,60024.2
96986,39694,1,15.68,23830,373654.4
96987,39694,2,3.66,22910,83850.6
96988,39694,3,8.47,20790,176091.30000000002
96989,39695,1,2.95,23830,70298.5
96990,39695,2,4.08,22910,93472.8
96991,39695,3,19.17,20790,398544.3000000001
96992,39696,1,4.9,23830,116767.0
96993,39696,2,3.95,22910,90494.5
96994,39696,3,5.53,20790,114968.7
96995,39697,1,4.95,23830,117958.5
96996,39697,2,2.39,22910,54754.9
96997,39698,1,19.93,23830,474931.9
96998,39698,2,12.92,22910,295997.2
96999,39698,3,16.03,20790,333263.7
97000,39699,1,16.18,23830,385569.4
97001,39699,2,13.07,22910,299433.7
97002,39699,3,3.62,20790,75259.8
97003,39700,1,19.65,23830,468259.5
97004,39700,2,17.1,22910,391761.00000000006
97005,39700,3,7.63,20790,158627.7
97006,39701,1,2.79,23830,66485.7
97007,39701,2,4.46,22910,102178.6
97008,39702,1,11.98,23830,285483.4
97009,39702,2,17.07,22910,391073.7
97010,39702,3,9.79,20790,203534.1
97011,39703,1,17.54,23830,417978.2
97012,39703,2,12.84,22910,294164.4
97013,39703,3,3.06,20790,63617.4
97014,39704,1,1.98,23830,47183.4
97015,39704,2,13.44,22910,307910.4
97016,39704,3,15.32,20790,318502.8
97017,39705,1,4.33,23830,103183.9
97018,39705,2,2.3,22910,52692.99999999999
97019,39706,1,4.22,23830,100562.6
97020,39706,2,1.42,22910,32532.2
97021,39707,1,4.49,23830,106996.7
97022,39707,2,2.14,22910,49027.4
97023,39708,1,4.31,23830,102707.3
97024,39708,2,10.67,22910,244449.7
97025,39708,3,15.46,20790,321413.4
97026,39709,1,3.03,23830,72204.9
97027,39709,2,2.82,22910,64606.2
97028,39710,1,1.0,23830,23830.0
97029,39710,2,4.33,22910,99200.3
97030,39711,1,1.69,23830,40272.7
97031,39711,2,4.94,22910,113175.4
97032,39712,1,7.91,23830,188495.3
97033,39712,2,9.08,22910,208022.8
97034,39712,3,15.8,20790,328482.0
97035,39713,1,10.78,23830,256887.4
97036,39713,2,10.48,22910,240096.8
97037,39713,3,10.47,20790,217671.3
97038,39714,1,4.64,23830,110571.2
97039,39714,2,4.8,22910,109968.0
97040,39715,1,1.21,23830,28834.3
97041,39715,2,2.54,22910,58191.4
97042,39716,1,5.17,23830,123201.1
97043,39716,2,7.78,22910,178239.80000000002
97044,39716,3,19.95,20790,414760.5
97045,39717,1,14.29,23830,340530.69999999995
97046,39717,2,15.42,22910,353272.2
97047,39717,3,12.11,20790,251766.9
97048,39718,1,4.12,23830,98179.6
97049,39718,2,7.71,22910,176636.1
97050,39718,3,1.56,20790,32432.4
97051,39719,1,2.49,23830,59336.7
97052,39719,2,2.18,22910,49943.8
97053,39720,1,2.92,23830,69583.59999999999
97054,39720,2,4.25,22910,97367.5
97055,39721,1,1.28,23830,30502.4
97056,39721,2,3.19,22910,73082.9
97057,39722,1,14.91,23830,355305.3
97058,39722,2,7.46,22910,170908.6
97059,39722,3,7.51,20790,156132.9
97060,39723,1,1.09,23830,25974.7
97061,39723,2,4.8,22910,109968.0
97062,39724,1,8.22,23830,195882.6
97063,39724,2,13.47,22910,308597.7
97064,39724,3,8.65,20790,179833.5
97065,39725,1,3.28,23830,78162.4
97066,39725,2,4.39,22910,100574.9
97067,39726,1,9.2,23830,219236.0
97068,39726,2,2.14,22910,49027.4
97069,39726,3,17.5,20790,363825.0
97070,39727,1,1.94,23830,46230.2
97071,39727,2,3.05,22910,69875.5
97072,39728,1,10.22,23830,243542.6
97073,39728,2,13.37,22910,306306.69999999995
97074,39728,3,6.75,20790,140332.5
97075,39729,1,1.68,23830,40034.4
97076,39729,2,4.74,22910,108593.4
97077,39730,1,14.33,23830,341483.9
97078,39730,2,4.7,22910,107677.0
97079,39730,3,16.46,20790,342203.4
97080,39731,1,11.35,23830,270470.5
97081,39731,2,4.31,22910,98742.1
97082,39731,3,12.12,20790,251974.8
97083,39732,1,13.15,23830,313364.5
97084,39732,2,1.58,22910,36197.8
97085,39732,3,12.4,20790,257796.0
97086,39733,1,3.12,23830,74349.6
97087,39733,2,1.29,22910,29553.9
97088,39734,1,8.46,23830,201601.8
97089,39734,2,13.06,22910,299204.60000000003
97090,39734,3,2.88,20790,59875.2
97091,39735,1,10.78,23830,256887.4
97092,39735,2,8.89,22910,203669.9
97093,39735,3,19.97,20790,415176.3
97094,39736,1,4.8,23830,114384.0
97095,39736,2,17.91,22910,410318.1
97096,39736,3,13.08,20790,271933.2
97097,39737,1,4.68,23830,111524.4
97098,39737,2,4.42,22910,101262.2
97099,39738,1,2.35,23830,56000.5
97100,39738,2,9.81,22910,224747.1
97101,39738,3,12.41,20790,258003.9
97102,39739,1,14.29,23830,340530.69999999995
97103,39739,2,13.53,22910,309972.3
97104,39739,3,10.08,20790,209563.2
97105,39740,1,1.67,23830,39796.1
97106,39740,2,1.34,22910,30699.4
97107,39741,1,3.57,23830,85073.09999999999
97108,39741,2,3.68,22910,84308.8
97109,39742,1,1.55,23830,36936.5
97110,39742,2,4.84,22910,110884.4
100121,40988,1,2.87,23830,68392.1
100122,40988,2,2.96,22910,67813.6
100123,40989,1,3.57,23830,85073.09999999999
100124,40989,2,3.13,22910,71708.3
100125,40990,1,2.87,23830,68392.1
100126,40990,2,2.21,22910,50631.1
100127,40991,1,1.71,23830,40749.3
100128,40991,2,3.82,22910,87516.2
100129,40992,1,17.2,23830,409876.0
100130,40992,2,7.93,22910,181676.3
100131,40992,3,8.36,20790,173804.4
100132,40993,1,3.62,23830,86264.6
100133,40993,2,6.28,22910,143874.80000000002
100134,40993,3,6.74,20790,140124.6
100135,40994,1,5.1,23830,121533.0
100136,40994,2,4.82,22910,110426.2
100137,40994,3,3.97,20790,82536.3
100138,40995,1,1.59,23830,37889.7
100139,40995,2,3.88,22910,88890.8
100140,40996,1,3.52,23830,83881.6
100141,40996,2,3.41,22910,78123.1
100142,40997,1,4.2,23830,100086.0
100143,40997,2,1.32,22910,30241.2
100144,40998,1,4.57,23830,108903.1
100145,40998,2,1.47,22910,33677.7
100146,40999,1,7.61,23830,181346.3
100147,40999,2,13.59,22910,311346.9
100148,40999,3,16.71,20790,347400.9
100149,41000,1,3.15,23830,75064.5
100150,41000,2,1.15,22910,26346.5
100151,41001,1,4.59,23830,109379.7
100152,41001,2,2.13,22910,48798.3
100153,41002,1,2.23,23830,53140.9
100154,41002,2,3.62,22910,82934.2
100155,41003,1,4.63,23830,110332.9
100156,41003,2,2.64,22910,60482.4
100157,41004,1,1.48,23830,35268.4
100158,41004,2,1.21,22910,27721.1
100159,41005,1,4.26,23830,101515.8
100160,41005,2,13.58,22910,311117.8
100161,41005,3,4.18,20790,86902.2
100162,41006,1,18.34,23830,437042.2
100163,41006,2,11.01,22910,252239.1
100164,41006,3,5.55,20790,115384.5
100165,41007,1,17.58,23830,418931.4
100166,41007,2,3.02,22910,69188.2
100167,41007,3,10.97,20790,228066.3
100168,41008,1,19.32,23830,460395.6
100169,41008,2,6.04,22910,138376.4
100170,41008,3,7.01,20790,145737.9
100171,41009,1,6.62,23830,157754.6
100172,41009,2,11.58,22910,265297.8
100173,41009,3,17.55,20790,364864.5
100174,41010,1,9.24,23830,220189.2
100175,41010,2,7.2,22910,164952.0
100176,41010,3,19.35,20790,402286.50000000006
100177,41011,1,4.54,23830,108188.2
100178,41011,2,1.65,22910,37801.5
100179,41012,1,13.18,23830,314079.4
100180,41012,2,1.57,22910,35968.700000000004
100181,41012,3,16.08,20790,334303.19999999995
100182,41013,1,3.78,23830,90077.4
100183,41013,2,16.58,22910,379847.8
100184,41013,3,4.12,20790,85654.8
100185,41014,1,12.79,23830,304785.69999999995
100186,41014,2,10.47,22910,239867.7
100187,41014,3,10.21,20790,212265.9
100188,41015,1,2.39,23830,56953.7
100189,41015,2,3.17,22910,72624.7
100190,41016,1,2.88,23830,68630.4
100191,41016,2,1.63,22910,37343.3
100192,41017,1,15.87,23830,378182.1
100193,41017,2,16.5,22910,378015.0
100194,41017,3,18.1,20790,376299.00000000006
100195,41018,1,17.95,23830,427748.5
100196,41018,2,4.21,22910,96451.1
100197,41018,3,3.48,20790,72349.2
100198,41019,1,10.74,23830,255934.2
100199,41019,2,11.1,22910,254301.0
100200,41019,3,13.65,20790,283783.5
100201,41020,1,8.68,23830,206844.4
100202,41020,2,5.62,22910,128754.2
100203,41020,3,6.56,20790,136382.4
100204,41021,1,15.82,23830,376990.6
100205,41021,2,7.71,22910,176636.1
100206,41021,3,7.81,20790,162369.9
100207,41022,1,1.56,23830,37174.8
100208,41022,2,4.33,22910,99200.3
100209,41023,1,5.34,23830,127252.2
100210,41023,2,16.61,22910,380535.1
100211,41023,3,11.7,20790,243243.0
100212,41024,1,5.69,23830,135592.7
100213,41024,2,15.38,22910,352355.80000000005
100214,41024,3,16.88,20790,350935.19999999995
100215,41025,1,4.16,23830,99132.8
100216,41025,2,1.02,22910,23368.2
100217,41026,1,2.99,23830,71251.70000000001
100218,41026,2,3.61,22910,82705.09999999999
100219,41027,1,4.73,23830,112715.9
100220,41027,2,14.75,22910,337922.5
100221,41027,3,5.86,20790,121829.4
100222,41028,1,1.39,23830,33123.7
100223,41028,2,1.1,22910,25201.000000000004
100224,41029,1,3.2,23830,76256.0
100225,41029,2,5.0,22910,114550.0
100226,41030,1,4.68,23830,111524.4
100227,41030,2,2.18,22910,49943.8
100228,41031,1,3.56,23830,84834.8
100229,41031,2,4.92,22910,112717.2
100230,41032,1,4.11,23830,97941.3
100231,41032,2,3.6,22910,82476.0
100232,41033,1,1.82,23830,43370.6
100233,41033,2,1.5,22910,34365.0
100234,41034,1,3.97,23830,94605.1
100235,41034,2,4.04,22910,92556.4
100236,41035,1,3.62,23830,86264.6
100237,41035,2,1.75,22910,40092.5
100238,41036,1,2.75,23830,65532.5
100239,41036,2,6.65,22910,152351.5
100240,41036,3,10.37,20790,215592.3
100241,41037,1,6.85,23830,163235.5
100242,41037,2,2.3,22910,52692.99999999999
100243,41037,3,3.86,20790,80249.4
100244,41038,1,2.62,23830,62434.600000000006
100245,41038,2,3.66,22910,83850.6
100246,41039,1,10.45,23830,249023.5
100247,41039,2,12.83,22910,293935.3
100248,41039,3,6.04,20790,125571.6
100249,41040,1,5.84,23830,139167.19999999998
100250,41040,2,9.23,22910,211459.3
100251,41040,3,13.68,20790,284407.2
100252,41041,1,14.9,23830,355067.0
100253,41041,2,2.93,22910,67126.3
100254,41041,3,19.25,20790,400207.5
100255,41042,1,9.76,23830,232580.8
100256,41042,2,5.97,22910,136772.69999999998
100257,41042,3,3.79,20790,78794.1
100258,41043,1,3.17,23830,75541.09999999999
100259,41043,2,4.74,22910,108593.4
100260,41043,3,15.73,20790,327026.7
100261,41044,1,11.94,23830,284530.2
100262,41044,2,3.06,22910,70104.6
100263,41044,3,10.77,20790,223908.3
100264,41045,1,3.41,23830,81260.3
100265,41045,2,4.72,22910,108135.2
100266,41046,1,3.32,23830,79115.59999999999
100267,41046,2,3.63,22910,83163.3
100268,41047,1,3.5,23830,83405.0
100269,41047,2,1.71,22910,39176.1
100270,41048,1,15.88,23830,378420.4
100271,41048,2,3.18,22910,72853.8
100272,41048,3,15.68,20790,325987.2
100273,41049,1,1.63,23830,38842.9
100274,41049,2,2.96,22910,67813.6
100275,41050,1,1.23,23830,29310.9
100276,41050,2,4.3,22910,98513.0
100277,41051,1,4.67,23830,111286.1
100278,41051,2,1.05,22910,24055.5
100279,41052,1,1.21,23830,28834.3
100280,41052,2,1.87,22910,42841.7
100281,41053,1,2.75,23830,65532.5
100282,41053,2,4.4,22910,100804.0
103287,42287,1,4.75,23830,113192.5
103288,42287,2,4.21,22910,96451.1
103289,42288,1,1.15,23830,27404.5
103290,42288,2,3.02,22910,69188.2
103291,42289,1,2.52,23830,60051.6
103292,42289,2,2.48,22910,56816.8
103293,42290,1,4.27,23830,101754.1
103294,42290,2,1.98,22910,45361.8
103295,42291,1,19.94,23830,475170.2
103296,42291,2,14.42,22910,330362.2
103297,42291,3,17.03,20790,354053.7
103298,42292,1,15.03,23830,358164.9
103299,42292,2,10.43,22910,238951.3
103300,42292,3,18.02,20790,374635.8
103301,42293,1,2.31,23830,55047.3
103302,42293,2,2.95,22910,67584.5
103303,42294,1,8.51,23830,202793.3
103304,42294,2,5.45,22910,124859.5
103305,42294,3,15.52,20790,322660.8
103306,42295,1,14.71,23830,350539.30000000005
103307,42295,2,1.56,22910,35739.6
103308,42295,3,17.44,20790,362577.6
103309,42296,1,17.92,23830,427033.6
103310,42296,2,13.97,22910,320052.7
103311,42296,3,9.9,20790,205821.0
103312,42297,1,4.38,23830,104375.4
103313,42297,2,12.48,22910,285916.8
103314,42297,3,13.33,20790,277130.7
103315,42298,1,2.54,23830,60528.2
103316,42298,2,3.27,22910,74915.7
103317,42299,1,4.49,23830,106996.7
103318,42299,2,4.9,22910,112259.0
103319,42300,1,6.63,23830,157992.9
103320,42300,2,14.05,22910,321885.5
103321,42300,3,3.49,20790,72557.1
103322,42301,1,14.34,23830,341722.2
103323,42301,2,4.4,22910,100804.0
103324,42301,3,5.51,20790,114552.9
103325,42302,1,2.88,23830,68630.4
103326,42302,2,3.66,22910,83850.6
103327,42303,1,1.92,23830,45753.6
103328,42303,2,2.8,22910,64147.99999999999
103329,42304,1,3.59,23830,85549.7
103330,42304,2,4.58,22910,104927.8
103331,42305,1,13.63,23830,324802.9
103332,42305,2,15.29,22910,350293.9
103333,42305,3,7.13,20790,148232.7
103334,42306,1,2.0,23830,47660.0
103335,42306,2,1.36,22910,31157.6
103336,42307,1,4.37,23830,104137.1
103337,42307,2,3.62,22910,82934.2
103338,42308,1,3.88,23830,92460.4
103339,42308,2,1.6,22910,36656.0
103340,42309,1,2.74,23830,65294.2
103341,42309,2,1.65,22910,37801.5
103342,42310,1,17.79,23830,423935.7
103343,42310,2,7.23,22910,165639.30000000002
103344,42310,3,17.36,20790,360914.4
103345,42311,1,13.14,23830,313126.2
103346,42311,2,19.61,22910,449265.1
103347,42311,3,15.41,20790,320373.9
103348,42312,1,17.0,23830,405110.0
103349,42312,2,6.5,22910,148915.0
103350,42312,3,13.09,20790,272141.1
103351,42313,1,4.81,23830,114622.3
103352,42313,2,1.34,22910,30699.4
103353,42314,1,1.48,23830,35268.4
103354,42314,2,3.69,22910,84537.9
103355,42315,1,1.48,23830,35268.4
103356,42315,2,4.86,22910,111342.6
103357,42316,1,1.61,23830,38366.3
103358,42316,2,4.06,22910,93014.6
103359,42317,1,2.03,23830,48374.9
103360,42317,2,4.34,22910,99429.4
103361,42318,1,1.11,23830,26451.300000000003
103362,42318,2,3.28,22910,75144.79999999999
103363,42319,1,5.24,23830,124869.2
103364,42319,2,10.04,22910,230016.4
103365,42319,3,15.16,20790,315176.4
103366,42320,1,10.14,23830,241636.2
103367,42320,2,13.91,22910,318678.1
103368,42320,3,19.53,20790,406028.7
103369,42321,1,4.15,23830,98894.5
103370,42321,2,3.95,22910,90494.5
103371,42322,1,5.5,23830,131065.0
103372,42322,2,3.98,22910,91181.8
103373,42322,3,12.47,20790,259251.3
103374,42323,1,4.93,23830,117481.9
103375,42323,2,2.83,22910,64835.3
103376,42324,1,9.67,23830,230436.1
103377,42324,2,7.76,22910,177781.6
103378,42324,3,18.46,20790,383783.4
103379,42325,1,2.58,23830,61481.4
103380,42325,2,1.61,22910,36885.100000000006
103381,42326,1,3.07,23830,73158.09999999999
103382,42326,2,1.45,22910,33219.5
103383,42327,1,2.76,23830,65770.79999999999
103384,42327,2,3.39,22910,77664.90000000001
103385,42328,1,4.3,23830,102469.0
103386,42328,2,9.12,22910,208939.2
103387,42328,3,9.93,20790,206444.7
103388,42329,1,5.0,23830,119150.0
103389,42329,2,3.7,22910,84767.0
103390,42330,1,2.89,23830,68868.7
103391,42330,2,3.57,22910,81788.7
103392,42331,1,3.93,23830,93651.9
103393,42331,2,3.08,22910,70562.8
103394,42332,1,15.99,23830,381041.7
103395,42332,2,16.73,22910,383284.3
103396,42332,3,9.18,20790,190852.2
103397,42333,1,4.1,23830,97703.0
103398,42333,2,4.36,22910,99887.6
103399,42334,1,4.4,23830,104852.0
103400,42334,2,3.69,22910,84537.9
103401,42335,1,2.04,23830,48613.2
103402,42335,2,4.65,22910,106531.5
103403,42336,1,2.44,23830,58145.2
103404,42336,2,2.28,22910,52234.8
103405,42336,3,5.02,20790,104365.8
103406,42337,1,4.52,23830,107711.6
103407,42337,2,4.4,22910,100804.0
103408,42338,1,1.94,23830,46230.2
103409,42338,2,3.67,22910,84079.7
103410,42339,1,4.1,23830,97703.0
103411,42339,2,2.55,22910,58420.49999999999
103412,42339,3,19.66,20790,408731.4
103413,42340,1,6.66,23830,158707.80000000002
103414,42340,2,5.73,22910,131274.30000000002
103415,42340,3,11.62,20790,241579.8
103416,42341,1,2.05,23830,48851.49999999999
103417,42341,2,9.25,22910,211917.5
103418,42341,3,15.53,20790,322868.7
103419,42342,1,3.58,23830,85311.40000000001
103420,42342,2,1.26,22910,28866.6
103421,42343,1,1.8,23830,42894.0
103422,42343,2,1.19,22910,27262.9
106429,43567,1,14.98,23830,356973.4
106430,43567,2,5.75,22910,131732.5
106431,43567,3,8.56,20790,177962.40000000002
106432,43568,1,4.32,23830,102945.6
106433,43568,2,2.57,22910,58878.7
106434,43569,1,5.82,23830,138690.6
106435,43569,2,3.6,22910,82476.0
106436,43569,3,13.4,20790,278586.0
106437,43570,1,7.18,23830,171099.4
106438,43570,2,13.37,22910,306306.69999999995
106439,43570,3,13.92,20790,289396.8
106440,43571,1,4.95,23830,117958.5
106441,43571,2,1.42,22910,32532.2
106442,43572,1,15.78,23830,376037.4
106443,43572,2,14.17,22910,324634.7
106444,43572,3,16.89,20790,351143.10000000003
106445,43573,1,18.65,23830,444429.5
106446,43573,2,10.23,22910,234369.3
106447,43573,3,14.28,20790,296881.2
106448,43574,1,3.26,23830,77685.79999999999
106449,43574,2,5.38,22910,123255.8
106450,43574,3,9.26,20790,192515.4
106451,43575,1,4.5,23830,107235.0
106452,43575,2,2.9,22910,66439.0
106453,43576,1,4.6,23830,109618.0
106454,43576,2,2.22,22910,50860.2
106455,43577,1,4.48,23830,106758.4
106456,43577,2,3.2,22910,73312.0
106457,43578,1,2.41,23830,57430.3
106458,43578,2,4.36,22910,99887.6
106459,43579,1,2.72,23830,64817.600000000006
106460,43579,2,4.48,22910,102636.8
106461,43580,1,2.68,23830,63864.4
106462,43580,2,4.82,22910,110426.2
106463,43581,1,12.76,23830,304070.8
106464,43581,2,19.56,22910,448119.6
106465,43581,3,14.43,20790,299999.7
106466,43582,1,2.15,23830,51234.5
106467,43582,2,1.07,22910,24513.7
106468,43583,1,1.1,23830,26213.000000000004
106469,43583,2,3.74,22910,85683.40000000001
106470,43584,1,3.96,23830,94366.8
106471,43584,2,1.84,22910,42154.4
106472,43585,1,17.73,23830,422505.9
106473,43585,2,11.29,22910,258653.9
106474,43585,3,2.83,20790,58835.7
106475,43586,1,1.31,23830,31217.300000000003
106476,43586,2,15.11,22910,346170.1
106477,43586,3,6.75,20790,140332.5
106478,43587,1,18.09,23830,431084.7
106479,43587,2,4.26,22910,97596.6
106480,43587,3,5.57,20790,115800.3
106481,43588,1,4.97,23830,118435.1
106482,43588,2,2.76,22910,63231.6
106483,43589,1,4.75,23830,113192.5
106484,43589,2,4.86,22910,111342.6
106485,43590,1,2.25,23830,53617.5
106486,43590,2,2.92,22910,66897.2
106487,43591,1,2.25,23830,53617.5
106488,43591,2,2.14,22910,49027.4
106489,43592,1,3.86,23830,91983.8
106490,43592,2,3.42,22910,78352.2
106491,43593,1,1.87,23830,44562.100000000006
106492,43593,2,4.54,22910,104011.4
106493,43594,1,15.69,23830,373892.7
106494,43594,2,11.29,22910,258653.9
106495,43594,3,3.34,20790,69438.59999999999
106496,43595,1,2.55,23830,60766.49999999999
106497,43595,2,2.79,22910,63918.9
106498,43595,3,14.07,20790,292515.3
106499,43596,1,2.77,23830,66009.1
106500,43596,2,4.54,22910,104011.4
106501,43597,1,2.31,23830,55047.3
106502,43597,2,7.93,22910,181676.3
106503,43597,3,2.87,20790,59667.3
106504,43598,1,3.45,23830,82213.5
106505,43598,2,2.18,22910,49943.8
106506,43599,1,14.92,23830,355543.6
106507,43599,2,16.38,22910,375265.8
106508,43599,3,6.19,20790,128690.1
106509,43600,1,1.71,23830,40749.3
106510,43600,2,4.89,22910,112029.9
106511,43601,1,2.47,23830,58860.100000000006
106512,43601,2,1.86,22910,42612.600000000006
106513,43602,1,16.04,23830,382233.2
106514,43602,2,15.46,22910,354188.60000000003
106515,43602,3,13.49,20790,280457.1
106516,43603,1,3.69,23830,87932.7
106517,43603,2,1.23,22910,28179.3
106518,43604,1,2.62,23830,62434.600000000006
106519,43604,2,3.61,22910,82705.09999999999
106520,43605,1,4.72,23830,112477.6
106521,43605,2,2.97,22910,68042.70000000001
106522,43606,1,3.5,23830,83405.0
106523,43606,2,1.43,22910,32761.3
106524,43607,1,1.62,23830,38604.600000000006
106525,43607,2,4.18,22910,95763.8
106526,43608,1,1.36,23830,32408.800000000003
106527,43608,2,1.88,22910,43070.8
106528,43609,1,13.33,23830,317653.9
106529,43609,2,1.32,22910,30241.2
106530,43609,3,12.73,20790,264656.7
106531,43610,1,4.39,23830,104613.7
106532,43610,2,1.2,22910,27492.0
106533,43611,1,1.07,23830,25498.1
106534,43611,2,4.19,22910,95992.9
106535,43612,1,2.85,23830,67915.5
106536,43612,2,2.28,22910,52234.8
106537,43613,1,1.42,23830,33838.6
106538,43613,2,2.77,22910,63460.7
106539,43614,1,4.9,23830,116767.0
106540,43614,2,3.36,22910,76977.59999999999
106541,43615,1,8.19,23830,195167.7
106542,43615,2,19.51,22910,446974.1
106543,43615,3,7.33,20790,152390.7
106544,43616,1,2.8,23830,66724.0
106545,43616,2,3.51,22910,80414.09999999999
106546,43617,1,9.34,23830,222572.2
106547,43617,2,5.44,22910,124630.4
106548,43617,3,7.67,20790,159459.3
106549,43618,1,10.21,23830,243304.3
106550,43618,2,15.78,22910,361519.8
106551,43618,3,16.67,20790,346569.30000000005
106552,43619,1,2.45,23830,58383.50000000001
106553,43619,2,1.68,22910,38488.8
106554,43620,1,12.12,23830,288819.6
106555,43620,2,6.91,22910,158308.1
106556,43620,3,11.88,20790,246985.2
106557,43621,1,1.26,23830,30025.8
106558,43621,2,1.22,22910,27950.2
106559,43622,1,11.08,23830,264036.4
106560,43622,2,15.81,22910,362207.1
106561,43622,3,2.73,20790,56756.7
106562,43623,1,1.72,23830,40987.6
106563,43623,2,16.08,22910,368392.8
106564,43623,3,7.56,20790,157172.4
106565,43624,1,1.92,23830,45753.6
106566,43624,2,3.03,22910,69417.29999999999
106567,43625,1,14.6,23830,347918.0
106568,43625,2,3.07,22910,70333.7
106569,43625,3,4.93,20790,102494.7
106570,43626,1,13.77,23830,328139.1
106571,43626,2,9.43,22910,216041.3
106572,43626,3,19.42,20790,403741.8000000001
106573,43627,1,4.73,23830,112715.9
106574,43627,2,4.19,22910,95992.9
106575,43628,1,18.39,23830,438233.7
106576,43628,2,5.91,22910,135398.1
106577,43628,3,17.75,20790,369022.5
106578,43629,1,2.93,23830,69821.90000000001
106579,43629,2,1.71,22910,39176.1
106580,43630,1,19.85,23830,473025.50000000006
106581,43630,2,6.83,22910,156475.3
106582,43630,3,15.6,20790,324324.0
106583,43631,1,14.84,23830,353637.2
106584,43631,2,9.08,22910,208022.8
106585,43631,3,4.5,20790,93555.0
106586,43632,1,10.36,23830,246878.8
106587,43632,2,8.43,22910,193131.3
106588,43632,3,15.75,20790,327442.5
106589,43633,1,3.54,23830,84358.2
106590,43633,2,3.34,22910,76519.4
106591,43634,1,5.56,23830,132494.8
106592,43634,2,16.63,22910,380993.3
106593,43634,3,15.05,20790,312889.5
106594,43635,1,1.26,23830,30025.8
106595,43635,2,1.7,22910,38947.0
106596,43636,1,1.41,23830,33600.3
106597,43636,2,2.38,22910,54525.8
106598,43637,1,16.62,23830,396054.6
106599,43637,2,6.98,22910,159911.80000000002
106600,43637,3,1.56,20790,32432.4
106601,43638,1,12.35,23830,294300.5
106602,43638,2,4.19,22910,95992.9
106603,43638,3,17.92,20790,372556.8000000001
106604,43639,1,2.6,23830,61958.0
106605,43639,2,1.33,22910,30470.300000000003
106606,43640,1,12.72,23830,303117.60000000003
106607,43640,2,6.78,22910,155329.80000000002
106608,43640,3,5.05,20790,104989.5
106609,43641,1,2.05,23830,48851.49999999999
106610,43641,2,1.68,22910,38488.8
106611,43642,1,3.53,23830,84119.9
106612,43642,2,19.72,22910,451785.2
106613,43642,3,8.65,20790,179833.5
106614,43643,1,2.1,23830,50043.0
106615,43643,2,2.78,22910,63689.8
106616,43644,1,1.12,23830,26689.6
106617,43644,2,2.38,22910,54525.8
106618,43645,1,3.27,23830,77924.1
106619,43645,2,3.17,22910,72624.7
106620,43646,1,1.72,23830,40987.6
106621,43646,2,2.64,22910,60482.4
106622,43646,3,10.76,20790,223700.4
106623,43647,1,8.57,23830,204223.1
106624,43647,2,3.1,22910,71021.0
106625,43647,3,2.38,20790,49480.2
106626,43648,1,3.97,23830,94605.1
106627,43648,2,3.44,22910,78810.4
106628,43649,1,1.03,23830,24544.9
106629,43649,2,3.03,22910,69417.29999999999
106630,43650,1,4.06,23830,96749.8
106631,43650,2,1.22,22910,27950.2
106632,43651,1,3.4,23830,81022.0
106633,43651,2,3.27,22910,74915.7
106634,43652,1,3.36,23830,80068.8
106635,43652,2,4.16,22910,95305.6
106636,43653,1,10.33,23830,246163.9
106637,43653,2,18.44,22910,422460.4
106638,43653,3,11.6,20790,241164.0
106639,43654,1,3.77,23830,89839.1
106640,43654,2,2.9,22910,66439.0
106641,43655,1,8.34,23830,198742.2
106642,43655,2,4.18,22910,95763.8
106643,43655,3,10.49,20790,218087.1
106644,43656,1,1.23,23830,29310.9
106645,43656,2,4.51,22910,103324.1
106646,43657,1,1.97,23830,46945.1
106647,43657,2,18.83,22910,431395.3
106648,43657,3,8.77,20790,182328.3
106649,43658,1,2.02,23830,48136.6
106650,43658,2,14.64,22910,335402.4
106651,43658,3,4.71,20790,97920.9
106652,43659,1,4.35,23830,103660.5
106653,43659,2,2.39,22910,54754.9
106654,43660,1,2.65,23830,63149.5
106655,43660,2,18.99,22910,435060.9
106656,43660,3,9.83,20790,204365.7
106657,43661,1,7.19,23830,171337.7
106658,43661,2,19.31,22910,442392.1
106659,43661,3,12.68,20790,263617.2
106660,43662,1,12.74,23830,303594.2
106661,43662,2,16.37,22910,375036.7
106662,43662,3,5.09,20790,105821.1
106663,43663,1,1.1,23830,26213.000000000004
106664,43663,2,2.3,22910,52692.99999999999
106665,43663,3,3.37,20790,70062.3
106666,43664,1,4.19,23830,99847.7
106667,43664,2,4.89,22910,112029.9
106668,43665,1,3.54,23830,84358.2
106669,43665,2,4.51,22910,103324.1
106670,43666,1,19.42,23830,462778.6
106671,43666,2,8.66,22910,198400.6
106672,43666,3,13.76,20790,286070.4
