TransactionID,TankID,QuantityIn,QuantityOut,RemainingQuantity,TransactionDate
46063,26,0.0,10.76,31280.579999999994,2024-03-15 17:00:00
46064,27,0.0,3.24,7470.740000000001,2024-03-15 17:00:00
46065,25,0.0,2.39,63397.39999999998,2024-03-15 17:00:00
46066,26,0.0,4.43,31276.149999999998,2024-03-15 17:00:00
46067,28,0.0,7.85,15354.769999999997,2024-03-15 17:00:00
46068,29,0.0,12.03,7362.810000000007,2024-03-15 17:00:00
46069,30,0.0,5.33,15573.75,2024-03-15 17:00:00
46070,28,0.0,13.13,15341.639999999998,2024-03-15 17:00:00
46071,29,0.0,9.06,7353.750000000006,2024-03-15 17:00:00
46072,30,0.0,1.0,15572.75,2024-03-15 17:00:00
46073,28,0.0,4.84,15336.799999999996,2024-03-15 17:00:00
46074,29,0.0,1.13,7352.620000000006,2024-03-15 17:00:00
46075,28,0.0,14.55,15322.249999999998,2024-03-15 17:00:00
46076,29,0.0,10.99,7341.6300000000065,2024-03-15 17:00:00
46077,30,0.0,19.32,15553.43,2024-03-15 17:00:00
46078,28,0.0,2.3,15319.95,2024-03-15 17:00:00
46079,29,0.0,3.46,7338.170000000006,2024-03-15 17:00:00
46080,28,0.0,3.0,15316.95,2024-03-15 17:00:00
46081,29,0.0,2.82,7335.350000000007,2024-03-15 17:00:00
46082,28,0.0,15.61,15301.339999999998,2024-03-15 17:00:00
46083,29,0.0,3.65,7331.700000000007,2024-03-15 17:00:00
46084,30,0.0,10.74,15542.69,2024-03-15 17:00:00
46085,28,0.0,4.58,15296.759999999998,2024-03-15 17:00:00
46086,29,0.0,3.4,7328.300000000007,2024-03-15 17:00:00
50873,1,0.0,2.8,15313.860000000008,2024-03-15 18:00:00
50874,2,0.0,4.87,15267.429999999991,2024-03-15 18:00:00
50875,1,0.0,3.57,15310.290000000008,2024-03-15 18:00:00
50876,2,0.0,4.85,15262.57999999999,2024-03-15 18:00:00
50877,1,0.0,1.78,15308.510000000007,2024-03-15 18:00:00
50878,2,0.0,2.72,15259.859999999991,2024-03-15 18:00:00
50879,1,0.0,15.88,15292.630000000008,2024-03-15 18:00:00
50880,2,0.0,12.43,15247.429999999991,2024-03-15 18:00:00
50881,3,0.0,7.17,63395.02999999997,2024-03-15 18:00:00
50882,1,0.0,4.8,15287.830000000007,2024-03-15 18:00:00
50883,2,0.0,2.79,15244.63999999999,2024-03-15 18:00:00
50884,1,0.0,13.43,15274.400000000009,2024-03-15 18:00:00
50885,2,0.0,19.45,15225.18999999999,2024-03-15 18:00:00
50886,3,0.0,6.74,63388.28999999997,2024-03-15 18:00:00
50887,1,0.0,17.79,15256.610000000008,2024-03-15 18:00:00
50888,2,0.0,17.34,15207.84999999999,2024-03-15 18:00:00
50889,3,0.0,2.63,63385.65999999997,2024-03-15 18:00:00
50890,1,0.0,4.66,15251.950000000008,2024-03-15 18:00:00
50891,2,0.0,2.7,15205.149999999989,2024-03-15 18:00:00
50892,1,0.0,1.05,15250.900000000009,2024-03-15 18:00:00
50893,2,0.0,8.02,15197.129999999988,2024-03-15 18:00:00
50894,3,0.0,19.93,63365.72999999997,2024-03-15 18:00:00
50895,1,0.0,19.61,15231.290000000008,2024-03-15 18:00:00
50896,2,0.0,8.27,15188.859999999988,2024-03-15 18:00:00
50897,3,0.0,11.7,63354.02999999998,2024-03-15 18:00:00
50898,1,0.0,4.93,15226.360000000008,2024-03-15 18:00:00
50899,2,0.0,3.52,15185.339999999987,2024-03-15 18:00:00
50900,4,0.0,3.19,15407.390000000005,2024-03-15 18:00:00
50901,5,0.0,2.86,7246.090000000007,2024-03-15 18:00:00
50902,4,0.0,3.56,15403.830000000004,2024-03-15 18:00:00
50903,5,0.0,4.16,7241.930000000008,2024-03-15 18:00:00
50904,4,0.0,4.15,15399.680000000004,2024-03-15 18:00:00
50905,5,0.0,4.5,7237.430000000008,2024-03-15 18:00:00
50906,4,0.0,10.57,15389.110000000004,2024-03-15 18:00:00
50907,5,0.0,11.09,7226.340000000007,2024-03-15 18:00:00
50908,6,0.0,8.24,7503.469999999997,2024-03-15 18:00:00
50909,4,0.0,4.08,15385.030000000004,2024-03-15 18:00:00
50910,5,0.0,2.96,7223.380000000007,2024-03-15 18:00:00
50911,4,0.0,4.36,15380.670000000004,2024-03-15 18:00:00
50912,5,0.0,1.12,7222.260000000007,2024-03-15 18:00:00
50913,4,0.0,4.71,15375.960000000005,2024-03-15 18:00:00
50914,5,0.0,4.29,7217.970000000007,2024-03-15 18:00:00
50915,4,0.0,12.27,15363.690000000004,2024-03-15 18:00:00
50916,5,0.0,16.58,7201.390000000008,2024-03-15 18:00:00
50917,6,0.0,6.57,7496.899999999997,2024-03-15 18:00:00
50918,4,0.0,15.92,15347.770000000004,2024-03-15 18:00:00
50919,5,0.0,7.12,7194.270000000008,2024-03-15 18:00:00
50920,6,0.0,17.69,7479.209999999997,2024-03-15 18:00:00
50921,4,0.0,4.87,15342.900000000003,2024-03-15 18:00:00
50922,5,0.0,1.63,7192.640000000008,2024-03-15 18:00:00
50923,4,0.0,1.49,15341.410000000003,2024-03-15 18:00:00
50924,5,0.0,4.71,7187.930000000008,2024-03-15 18:00:00
50925,4,0.0,3.27,15338.140000000005,2024-03-15 18:00:00
50926,5,0.0,4.45,7183.480000000008,2024-03-15 18:00:00
50927,4,0.0,1.82,15336.320000000003,2024-03-15 18:00:00
50928,5,0.0,3.28,7180.200000000008,2024-03-15 18:00:00
50929,4,0.0,9.34,15326.980000000003,2024-03-15 18:00:00
50930,5,0.0,13.84,7166.360000000008,2024-03-15 18:00:00
50931,6,0.0,15.83,7463.379999999997,2024-03-15 18:00:00
50932,7,0.0,5.86,63283.41000000001,2024-03-15 18:00:00
50933,8,0.0,7.13,15204.740000000002,2024-03-15 18:00:00
50934,9,0.0,13.71,15428.420000000006,2024-03-15 18:00:00
50935,7,0.0,1.74,63281.67000000001,2024-03-15 18:00:00
50936,8,0.0,3.59,15201.15,2024-03-15 18:00:00
50937,7,0.0,14.02,63267.650000000016,2024-03-15 18:00:00
50938,8,0.0,10.3,15190.850000000002,2024-03-15 18:00:00
50939,9,0.0,15.46,15412.960000000006,2024-03-15 18:00:00
50940,7,0.0,2.21,63265.44000000002,2024-03-15 18:00:00
50941,8,0.0,3.4,15187.450000000004,2024-03-15 18:00:00
50942,7,0.0,17.94,63247.500000000015,2024-03-15 18:00:00
50943,8,0.0,16.61,15170.840000000002,2024-03-15 18:00:00
50944,9,0.0,2.8,15410.160000000007,2024-03-15 18:00:00
50945,10,0.0,2.52,15268.830000000004,2024-03-15 18:00:00
50946,11,0.0,1.59,7301.4299999999985,2024-03-15 18:00:00
50947,10,0.0,4.27,15264.560000000003,2024-03-15 18:00:00
50948,11,0.0,1.71,7299.719999999998,2024-03-15 18:00:00
50949,10,0.0,1.93,15262.630000000005,2024-03-15 18:00:00
50950,11,0.0,1.29,7298.4299999999985,2024-03-15 18:00:00
50951,10,0.0,4.61,15258.020000000004,2024-03-15 18:00:00
50952,11,0.0,4.53,7293.899999999999,2024-03-15 18:00:00
50953,10,0.0,2.19,15255.830000000004,2024-03-15 18:00:00
50954,11,0.0,1.81,7292.089999999998,2024-03-15 18:00:00
50955,10,0.0,11.2,15244.630000000005,2024-03-15 18:00:00
50956,11,0.0,19.65,7272.439999999999,2024-03-15 18:00:00
50957,12,0.0,8.11,31439.689999999988,2024-03-15 18:00:00
50958,10,0.0,8.64,15235.990000000003,2024-03-15 18:00:00
50959,11,0.0,18.67,7253.769999999999,2024-03-15 18:00:00
50960,12,0.0,1.32,31438.369999999988,2024-03-15 18:00:00
50961,10,0.0,15.36,15220.630000000005,2024-03-15 18:00:00
50962,11,0.0,1.7,7252.069999999999,2024-03-15 18:00:00
50963,12,0.0,10.22,31428.149999999987,2024-03-15 18:00:00
50964,10,0.0,14.39,15206.240000000003,2024-03-15 18:00:00
50965,11,0.0,7.41,7244.659999999999,2024-03-15 18:00:00
50966,12,0.0,2.8,31425.349999999988,2024-03-15 18:00:00
50967,10,0.0,11.49,15194.750000000004,2024-03-15 18:00:00
50968,11,0.0,7.25,7237.409999999999,2024-03-15 18:00:00
50969,12,0.0,7.63,31417.719999999987,2024-03-15 18:00:00
50970,10,0.0,13.34,15181.410000000003,2024-03-15 18:00:00
50971,11,0.0,16.05,7221.359999999999,2024-03-15 18:00:00
50972,12,0.0,13.07,31404.649999999987,2024-03-15 18:00:00
50973,10,0.0,4.59,15176.820000000003,2024-03-15 18:00:00
50974,11,0.0,4.99,7216.369999999999,2024-03-15 18:00:00
50975,13,0.0,3.13,63370.95000000002,2024-03-15 18:00:00
50976,14,0.0,2.46,7320.729999999998,2024-03-15 18:00:00
50977,13,0.0,2.73,63368.220000000016,2024-03-15 18:00:00
50978,14,0.0,4.54,7316.189999999998,2024-03-15 18:00:00
50979,13,0.0,11.0,63357.220000000016,2024-03-15 18:00:00
50980,14,0.0,8.01,7308.179999999998,2024-03-15 18:00:00
50981,15,0.0,9.27,15533.129999999996,2024-03-15 18:00:00
50982,13,0.0,1.8,63355.42000000001,2024-03-15 18:00:00
50983,14,0.0,2.49,7305.689999999998,2024-03-15 18:00:00
50984,13,0.0,3.43,63351.99000000001,2024-03-15 18:00:00
50985,14,0.0,1.52,7304.169999999997,2024-03-15 18:00:00
50986,15,0.0,19.14,15513.989999999996,2024-03-15 18:00:00
50987,13,0.0,1.59,63350.400000000016,2024-03-15 18:00:00
50988,14,0.0,2.15,7302.019999999998,2024-03-15 18:00:00
50989,16,0.0,10.07,63260.43999999997,2024-03-15 18:00:00
50990,17,0.0,17.4,63239.13999999999,2024-03-15 18:00:00
50991,18,0.0,16.88,15497.490000000002,2024-03-15 18:00:00
50992,16,0.0,2.44,63257.99999999997,2024-03-15 18:00:00
50993,17,0.0,2.61,63236.52999999999,2024-03-15 18:00:00
50994,16,0.0,13.55,63244.44999999997,2024-03-15 18:00:00
50995,17,0.0,4.57,63231.95999999999,2024-03-15 18:00:00
50996,18,0.0,17.73,15479.760000000002,2024-03-15 18:00:00
50997,16,0.0,2.32,63242.12999999997,2024-03-15 18:00:00
50998,17,0.0,3.95,63228.01,2024-03-15 18:00:00
50999,16,0.0,3.75,63238.37999999997,2024-03-15 18:00:00
51000,17,0.0,3.17,63224.84,2024-03-15 18:00:00
51001,18,0.0,18.86,15460.9,2024-03-15 18:00:00
51002,16,0.0,7.91,63230.469999999965,2024-03-15 18:00:00
51003,17,0.0,4.86,63219.98,2024-03-15 18:00:00
51004,18,0.0,17.99,15442.910000000002,2024-03-15 18:00:00
51005,16,0.0,1.04,63229.42999999997,2024-03-15 18:00:00
51006,17,0.0,4.81,63215.17,2024-03-15 18:00:00
51007,16,0.0,11.79,63217.63999999996,2024-03-15 18:00:00
51008,17,0.0,6.68,63208.49,2024-03-15 18:00:00
51009,18,0.0,15.75,15427.160000000002,2024-03-15 18:00:00
51010,16,0.0,12.31,63205.329999999965,2024-03-15 18:00:00
51011,17,0.0,16.15,63192.34,2024-03-15 18:00:00
51012,18,0.0,8.76,15418.4,2024-03-15 18:00:00
51013,16,0.0,6.72,63198.60999999997,2024-03-15 18:00:00
51014,17,0.0,3.06,63189.28,2024-03-15 18:00:00
51015,18,0.0,7.13,15411.270000000002,2024-03-15 18:00:00
51016,16,0.0,13.28,63185.329999999965,2024-03-15 18:00:00
51017,17,0.0,5.06,63184.22,2024-03-15 18:00:00
51018,18,0.0,15.76,15395.510000000002,2024-03-15 18:00:00
51019,19,0.0,8.84,31394.63,2024-03-15 18:00:00
51020,20,0.0,13.06,15441.58,2024-03-15 18:00:00
51021,21,0.0,6.39,63655.880000000005,2024-03-15 18:00:00
51022,19,0.0,2.61,31392.02,2024-03-15 18:00:00
51023,20,0.0,3.18,15438.4,2024-03-15 18:00:00
51024,19,0.0,14.91,31377.11,2024-03-15 18:00:00
51025,20,0.0,9.02,15429.38,2024-03-15 18:00:00
51026,21,0.0,19.2,63636.68000000001,2024-03-15 18:00:00
51027,19,0.0,3.07,31374.04,2024-03-15 18:00:00
51028,20,0.0,2.76,15426.62,2024-03-15 18:00:00
51029,19,0.0,4.0,31370.04,2024-03-15 18:00:00
51030,20,0.0,1.89,15424.73,2024-03-15 18:00:00
51031,19,0.0,13.55,31356.49,2024-03-15 18:00:00
51032,20,0.0,16.33,15408.4,2024-03-15 18:00:00
51033,21,0.0,16.22,63620.46000000001,2024-03-15 18:00:00
51034,19,0.0,16.2,31340.29,2024-03-15 18:00:00
51035,20,0.0,17.29,15391.11,2024-03-15 18:00:00
51036,21,0.0,16.6,63603.86000000001,2024-03-15 18:00:00
51037,19,0.0,17.77,31322.52,2024-03-15 18:00:00
51038,20,0.0,4.86,15386.249999999998,2024-03-15 18:00:00
51039,21,0.0,19.18,63584.68000000001,2024-03-15 18:00:00
51040,22,0.0,1.49,7424.520000000004,2024-03-15 18:00:00
51041,23,0.0,16.35,7361.100000000003,2024-03-15 18:00:00
51042,24,0.0,12.42,31603.83,2024-03-15 18:00:00
51043,22,0.0,19.56,7404.960000000004,2024-03-15 18:00:00
51044,23,0.0,9.43,7351.670000000003,2024-03-15 18:00:00
51045,24,0.0,16.38,31587.45,2024-03-15 18:00:00
51046,22,0.0,2.83,7402.130000000004,2024-03-15 18:00:00
51047,23,0.0,1.27,7350.400000000002,2024-03-15 18:00:00
51048,22,0.0,9.11,7393.020000000004,2024-03-15 18:00:00
51049,23,0.0,2.53,7347.870000000003,2024-03-15 18:00:00
51050,24,0.0,1.11,31586.34,2024-03-15 18:00:00
51051,22,0.0,14.41,7378.610000000004,2024-03-15 18:00:00
51052,23,0.0,2.12,7345.750000000003,2024-03-15 18:00:00
51053,24,0.0,17.42,31568.92,2024-03-15 18:00:00
51054,22,0.0,18.58,7360.030000000004,2024-03-15 18:00:00
51055,23,0.0,15.04,7330.710000000003,2024-03-15 18:00:00
51056,24,0.0,14.56,31554.36,2024-03-15 18:00:00
51057,22,0.0,14.11,7345.920000000005,2024-03-15 18:00:00
51058,23,0.0,2.47,7328.240000000002,2024-03-15 18:00:00
51059,24,0.0,14.85,31539.51,2024-03-15 18:00:00
51060,22,0.0,2.37,7343.550000000005,2024-03-15 18:00:00
51061,23,0.0,2.85,7325.390000000002,2024-03-15 18:00:00
51062,22,0.0,2.04,7341.510000000005,2024-03-15 18:00:00
51063,23,0.0,1.41,7323.980000000002,2024-03-15 18:00:00
51064,22,0.0,2.67,7338.840000000005,2024-03-15 18:00:00
51065,23,0.0,4.31,7319.670000000002,2024-03-15 18:00:00
51066,22,0.0,7.92,7330.920000000005,2024-03-15 18:00:00
51067,23,0.0,14.39,7305.280000000002,2024-03-15 18:00:00
51068,24,0.0,16.89,31522.620000000003,2024-03-15 18:00:00
51069,22,0.0,2.99,7327.930000000005,2024-03-15 18:00:00
51070,23,0.0,1.03,7304.250000000002,2024-03-15 18:00:00
51071,22,0.0,3.12,7324.810000000005,2024-03-15 18:00:00
51072,23,0.0,4.91,7299.340000000002,2024-03-15 18:00:00
51073,25,0.0,3.78,63393.61999999998,2024-03-15 18:00:00
51074,26,0.0,2.09,31274.059999999998,2024-03-15 18:00:00
51075,25,0.0,4.23,63389.38999999998,2024-03-15 18:00:00
51076,26,0.0,2.86,31271.199999999997,2024-03-15 18:00:00
51077,25,0.0,13.69,63375.699999999975,2024-03-15 18:00:00
51078,26,0.0,8.0,31263.199999999997,2024-03-15 18:00:00
51079,27,0.0,16.75,7453.990000000001,2024-03-15 18:00:00
51080,25,0.0,3.15,63372.54999999997,2024-03-15 18:00:00
51081,26,0.0,4.86,31258.339999999997,2024-03-15 18:00:00
51082,25,0.0,2.2,63370.34999999998,2024-03-15 18:00:00
51083,26,0.0,4.5,31253.839999999997,2024-03-15 18:00:00
51084,25,0.0,8.18,63362.16999999998,2024-03-15 18:00:00
51085,26,0.0,1.92,31251.919999999995,2024-03-15 18:00:00
51086,27,0.0,19.54,7434.450000000001,2024-03-15 18:00:00
51087,25,0.0,16.36,63345.809999999976,2024-03-15 18:00:00
51088,26,0.0,6.86,31245.059999999998,2024-03-15 18:00:00
51089,27,0.0,4.02,7430.43,2024-03-15 18:00:00
51090,25,0.0,2.66,63343.14999999997,2024-03-15 18:00:00
51091,26,0.0,3.52,31241.539999999997,2024-03-15 18:00:00
51092,25,0.0,3.5,63339.64999999997,2024-03-15 18:00:00
51093,26,0.0,1.69,31239.849999999995,2024-03-15 18:00:00
51094,25,0.0,1.72,63337.92999999997,2024-03-15 18:00:00
51095,26,0.0,4.05,31235.8,2024-03-15 18:00:00
51096,25,0.0,2.55,63335.37999999997,2024-03-15 18:00:00
51097,26,0.0,3.3,31232.5,2024-03-15 18:00:00
51098,25,0.0,4.24,63331.13999999997,2024-03-15 18:00:00
51099,26,0.0,3.16,31229.34,2024-03-15 18:00:00
51100,25,0.0,1.38,63329.75999999997,2024-03-15 18:00:00
51101,26,0.0,3.4,31225.939999999995,2024-03-15 18:00:00
51102,25,0.0,1.36,63328.39999999997,2024-03-15 18:00:00
51103,26,0.0,2.56,31223.379999999997,2024-03-15 18:00:00
51104,25,0.0,16.51,63311.88999999997,2024-03-15 18:00:00
51105,26,0.0,3.35,31220.029999999995,2024-03-15 18:00:00
51106,27,0.0,5.94,7424.490000000001,2024-03-15 18:00:00
51107,28,0.0,3.45,15293.309999999998,2024-03-15 18:00:00
51108,29,0.0,2.92,7325.380000000007,2024-03-15 18:00:00
51109,28,0.0,13.22,15280.089999999998,2024-03-15 18:00:00
51110,29,0.0,5.74,7319.640000000008,2024-03-15 18:00:00
51111,30,0.0,19.37,15523.32,2024-03-15 18:00:00
51112,28,0.0,12.54,15267.549999999996,2024-03-15 18:00:00
51113,29,0.0,17.69,7301.950000000008,2024-03-15 18:00:00
51114,30,0.0,1.01,15522.31,2024-03-15 18:00:00
51115,28,0.0,3.89,15263.659999999998,2024-03-15 18:00:00
51116,29,0.0,15.28,7286.670000000008,2024-03-15 18:00:00
51117,30,0.0,12.41,15509.9,2024-03-15 18:00:00
51118,28,0.0,12.36,15251.299999999996,2024-03-15 18:00:00
51119,29,0.0,6.28,7280.390000000008,2024-03-15 18:00:00
51120,30,0.0,9.39,15500.51,2024-03-15 18:00:00
51121,28,0.0,3.15,15248.149999999998,2024-03-15 18:00:00
51122,29,0.0,3.69,7276.700000000009,2024-03-15 18:00:00
55785,1,0.0,18.77,15207.590000000007,2024-03-15 19:00:00
55786,2,0.0,10.8,15174.539999999988,2024-03-15 19:00:00
55787,3,0.0,6.84,63347.18999999998,2024-03-15 19:00:00
55788,1,0.0,1.18,15206.410000000007,2024-03-15 19:00:00
55789,2,0.0,1.26,15173.279999999988,2024-03-15 19:00:00
55790,1,0.0,4.45,15201.960000000006,2024-03-15 19:00:00
55791,2,0.0,4.27,15169.009999999987,2024-03-15 19:00:00
55792,1,0.0,2.77,15199.190000000006,2024-03-15 19:00:00
55793,2,0.0,2.29,15166.719999999988,2024-03-15 19:00:00
55794,1,0.0,4.04,15195.150000000003,2024-03-15 19:00:00
55795,2,0.0,4.45,15162.269999999986,2024-03-15 19:00:00
55796,1,0.0,11.08,15184.070000000003,2024-03-15 19:00:00
55797,2,0.0,19.38,15142.889999999989,2024-03-15 19:00:00
55798,3,0.0,3.25,63343.93999999998,2024-03-15 19:00:00
55799,4,0.0,1.75,15325.230000000003,2024-03-15 19:00:00
55800,5,0.0,2.24,7164.120000000008,2024-03-15 19:00:00
55801,4,0.0,8.03,15317.200000000004,2024-03-15 19:00:00
55802,5,0.0,3.43,7160.690000000008,2024-03-15 19:00:00
55803,6,0.0,6.09,7457.289999999997,2024-03-15 19:00:00
55804,4,0.0,2.6,15314.600000000002,2024-03-15 19:00:00
55805,5,0.0,1.16,7159.530000000008,2024-03-15 19:00:00
55806,4,0.0,3.53,15311.070000000002,2024-03-15 19:00:00
55807,5,0.0,4.22,7155.310000000008,2024-03-15 19:00:00
55808,4,0.0,3.1,15307.97,2024-03-15 19:00:00
55809,5,0.0,4.16,7151.150000000008,2024-03-15 19:00:00
55810,4,0.0,4.21,15303.760000000002,2024-03-15 19:00:00
55811,5,0.0,4.83,7146.320000000008,2024-03-15 19:00:00
55812,4,0.0,17.36,15286.4,2024-03-15 19:00:00
55813,5,0.0,12.21,7134.110000000008,2024-03-15 19:00:00
55814,6,0.0,12.29,7444.999999999997,2024-03-15 19:00:00
55815,7,0.0,8.84,63238.66000000002,2024-03-15 19:00:00
55816,8,0.0,2.58,15168.260000000002,2024-03-15 19:00:00
55817,9,0.0,2.66,15407.500000000007,2024-03-15 19:00:00
55818,7,0.0,4.16,63234.500000000015,2024-03-15 19:00:00
55819,8,0.0,1.46,15166.800000000005,2024-03-15 19:00:00
55820,7,0.0,3.54,63230.960000000014,2024-03-15 19:00:00
55821,8,0.0,18.27,15148.530000000002,2024-03-15 19:00:00
55822,9,0.0,19.53,15387.970000000008,2024-03-15 19:00:00
55823,7,0.0,4.13,63226.830000000016,2024-03-15 19:00:00
55824,8,0.0,3.16,15145.370000000004,2024-03-15 19:00:00
55825,7,0.0,1.71,63225.12000000002,2024-03-15 19:00:00
55826,8,0.0,2.52,15142.850000000002,2024-03-15 19:00:00
55827,7,0.0,1.76,63223.360000000015,2024-03-15 19:00:00
55828,8,0.0,3.3,15139.550000000005,2024-03-15 19:00:00
55829,7,0.0,19.76,63203.60000000001,2024-03-15 19:00:00
55830,8,0.0,4.59,15134.960000000005,2024-03-15 19:00:00
55831,9,0.0,7.49,15380.480000000009,2024-03-15 19:00:00
55832,7,0.0,4.04,63199.56000000001,2024-03-15 19:00:00
55833,8,0.0,4.27,15130.690000000002,2024-03-15 19:00:00
55834,10,0.0,2.62,15174.200000000004,2024-03-15 19:00:00
55835,11,0.0,13.63,7202.739999999999,2024-03-15 19:00:00
55836,12,0.0,10.67,31393.97999999999,2024-03-15 19:00:00
55837,10,0.0,16.21,15157.990000000003,2024-03-15 19:00:00
55838,11,0.0,13.79,7188.949999999999,2024-03-15 19:00:00
55839,12,0.0,14.45,31379.529999999988,2024-03-15 19:00:00
55840,10,0.0,2.76,15155.230000000003,2024-03-15 19:00:00
55841,11,0.0,1.19,7187.759999999999,2024-03-15 19:00:00
55842,10,0.0,3.94,15151.290000000005,2024-03-15 19:00:00
55843,11,0.0,2.25,7185.509999999999,2024-03-15 19:00:00
55844,10,0.0,4.15,15147.140000000005,2024-03-15 19:00:00
55845,11,0.0,3.64,7181.869999999999,2024-03-15 19:00:00
55846,10,0.0,2.16,15144.980000000003,2024-03-15 19:00:00
55847,11,0.0,2.57,7179.299999999999,2024-03-15 19:00:00
55848,13,0.0,9.76,63340.640000000014,2024-03-15 19:00:00
55849,14,0.0,17.21,7284.809999999998,2024-03-15 19:00:00
55850,15,0.0,15.78,15498.209999999995,2024-03-15 19:00:00
55851,13,0.0,4.14,63336.500000000015,2024-03-15 19:00:00
55852,14,0.0,15.46,7269.349999999998,2024-03-15 19:00:00
55853,15,0.0,11.67,15486.539999999995,2024-03-15 19:00:00
55854,13,0.0,9.5,63327.000000000015,2024-03-15 19:00:00
55855,14,0.0,16.57,7252.779999999998,2024-03-15 19:00:00
55856,15,0.0,3.27,15483.269999999997,2024-03-15 19:00:00
55857,13,0.0,18.59,63308.41000000002,2024-03-15 19:00:00
55858,14,0.0,14.88,7237.899999999998,2024-03-15 19:00:00
55859,15,0.0,5.01,15478.259999999997,2024-03-15 19:00:00
55860,13,0.0,3.28,63305.13000000002,2024-03-15 19:00:00
55861,14,0.0,9.16,7228.739999999998,2024-03-15 19:00:00
55862,15,0.0,13.01,15465.249999999996,2024-03-15 19:00:00
55863,16,0.0,13.92,63171.40999999997,2024-03-15 19:00:00
55864,17,0.0,15.66,63168.56,2024-03-15 19:00:00
55865,18,0.0,4.03,15391.48,2024-03-15 19:00:00
55866,16,0.0,2.68,63168.72999999997,2024-03-15 19:00:00
55867,17,0.0,4.72,63163.84,2024-03-15 19:00:00
55868,16,0.0,19.15,63149.579999999965,2024-03-15 19:00:00
55869,17,0.0,5.36,63158.48,2024-03-15 19:00:00
55870,18,0.0,8.59,15382.89,2024-03-15 19:00:00
55871,16,0.0,3.2,63146.37999999997,2024-03-15 19:00:00
55872,17,0.0,3.48,63154.99999999999,2024-03-15 19:00:00
55873,16,0.0,6.59,63139.78999999997,2024-03-15 19:00:00
55874,17,0.0,18.83,63136.16999999999,2024-03-15 19:00:00
55875,18,0.0,19.14,15363.750000000002,2024-03-15 19:00:00
55876,16,0.0,3.43,63136.35999999997,2024-03-15 19:00:00
55877,17,0.0,2.6,63133.56999999999,2024-03-15 19:00:00
55878,16,0.0,14.56,63121.79999999997,2024-03-15 19:00:00
55879,17,0.0,10.72,63122.84999999999,2024-03-15 19:00:00
55880,18,0.0,8.87,15354.88,2024-03-15 19:00:00
55881,16,0.0,2.44,63119.35999999997,2024-03-15 19:00:00
55882,17,0.0,1.6,63121.24999999999,2024-03-15 19:00:00
55883,19,0.0,1.04,31321.48,2024-03-15 19:00:00
55884,20,0.0,2.57,15383.679999999998,2024-03-15 19:00:00
55885,19,0.0,15.84,31305.64,2024-03-15 19:00:00
55886,20,0.0,19.8,15363.88,2024-03-15 19:00:00
55887,21,0.0,6.18,63578.50000000001,2024-03-15 19:00:00
55888,19,0.0,3.82,31301.82,2024-03-15 19:00:00
55889,20,0.0,4.83,15359.05,2024-03-15 19:00:00
55890,19,0.0,16.94,31284.88,2024-03-15 19:00:00
55891,20,0.0,8.86,15350.19,2024-03-15 19:00:00
55892,21,0.0,12.93,63565.57000000001,2024-03-15 19:00:00
55893,19,0.0,2.4,31282.48,2024-03-15 19:00:00
55894,20,0.0,2.82,15347.37,2024-03-15 19:00:00
55895,22,0.0,1.62,7323.190000000005,2024-03-15 19:00:00
55896,23,0.0,4.59,7294.750000000002,2024-03-15 19:00:00
55897,22,0.0,9.83,7313.360000000005,2024-03-15 19:00:00
55898,23,0.0,7.89,7286.8600000000015,2024-03-15 19:00:00
55899,24,0.0,18.52,31504.1,2024-03-15 19:00:00
55900,22,0.0,4.02,7309.340000000005,2024-03-15 19:00:00
55901,23,0.0,3.07,7283.790000000002,2024-03-15 19:00:00
55902,25,0.0,4.37,63307.51999999997,2024-03-15 19:00:00
55903,26,0.0,1.89,31218.14,2024-03-15 19:00:00
55904,25,0.0,2.22,63305.29999999997,2024-03-15 19:00:00
55905,26,0.0,4.59,31213.55,2024-03-15 19:00:00
55906,25,0.0,19.48,63285.81999999996,2024-03-15 19:00:00
55907,26,0.0,10.49,31203.059999999998,2024-03-15 19:00:00
55908,27,0.0,6.36,7418.130000000001,2024-03-15 19:00:00
55909,25,0.0,2.37,63283.44999999996,2024-03-15 19:00:00
55910,26,0.0,1.4,31201.659999999996,2024-03-15 19:00:00
55911,28,0.0,1.0,15247.149999999998,2024-03-15 19:00:00
55912,29,0.0,3.94,7272.760000000009,2024-03-15 19:00:00
55913,28,0.0,4.53,15242.619999999995,2024-03-15 19:00:00
55914,29,0.0,3.94,7268.82000000001,2024-03-15 19:00:00
55915,28,0.0,14.01,15228.609999999995,2024-03-15 19:00:00
55916,29,0.0,19.78,7249.04000000001,2024-03-15 19:00:00
55917,30,0.0,8.07,15492.44,2024-03-15 19:00:00
55918,28,0.0,4.41,15224.199999999995,2024-03-15 19:00:00
55919,29,0.0,3.59,7245.45000000001,2024-03-15 19:00:00
55920,28,0.0,2.03,15222.169999999996,2024-03-15 19:00:00
55921,29,0.0,3.93,7241.5200000000095,2024-03-15 19:00:00
55922,28,0.0,2.12,15220.049999999996,2024-03-15 19:00:00
55923,29,0.0,2.12,7239.40000000001,2024-03-15 19:00:00
55924,28,0.0,4.95,15215.099999999997,2024-03-15 19:00:00
55925,29,0.0,2.98,7236.42000000001,2024-03-15 19:00:00
58150,1,0.0,13.63,15170.440000000006,2024-03-15 20:00:00
