InvoiceID,CustomerID,EmployeeID,GasStationID,IssueDate,TotalAmount,PaymentMethod
37179,828,251,7,2024-03-16 11:00:00,793924.0,Cash
37180,903,262,7,2024-03-16 11:00:00,630523.0,Cash
37181,752,13,7,2024-03-16 11:00:00,176791.2,Credit Card
37182,27,378,7,2024-03-16 11:00:00,851423.8,Cash
37183,942,331,7,2024-03-16 11:00:00,119550.5,Cash
37184,717,490,7,2024-03-16 11:00:00,997034.1,Credit Card
37185,91,332,8,2024-03-16 11:00:00,127081.4,Cash
37186,456,382,8,2024-03-16 11:00:00,624849.2,Credit Card
37187,6,157,8,2024-03-16 11:00:00,643357.2000000001,Credit Card
37188,301,71,8,2024-03-16 11:00:00,118101.4,Credit Card
37189,781,147,9,2024-03-16 11:00:00,198984.5,Credit Card
37190,976,186,9,2024-03-16 11:00:00,786071.7999999999,Cash
37191,73,186,9,2024-03-16 11:00:00,199819.9,Cash
37192,102,186,9,2024-03-16 11:00:00,119292.9,Credit Card
37193,980,147,9,2024-03-16 11:00:00,81739.79999999999,Cash
37194,982,186,9,2024-03-16 11:00:00,454928.5,Cash
37195,182,147,9,2024-03-16 11:00:00,711734.8,Cash
37196,543,147,9,2024-03-16 11:00:00,489030.1,Cash
37197,318,26,10,2024-03-16 11:00:00,663504.6,Cash
37198,952,194,10,2024-03-16 11:00:00,167815.90000000002,Credit Card
37199,759,26,10,2024-03-16 11:00:00,851540.4,Credit Card
37200,147,26,10,2024-03-16 11:00:00,975277.5,Credit Card
37201,7,194,10,2024-03-16 11:00:00,132894.4,Credit Card
38399,857,54,1,2024-03-16 12:00:00,981269.1,Cash
38400,681,305,1,2024-03-16 12:00:00,197133.3,Credit Card
38401,517,54,1,2024-03-16 12:00:00,641837.0000000001,Credit Card
38402,963,345,2,2024-03-16 12:00:00,979141.2,Cash
38403,30,302,2,2024-03-16 12:00:00,142305.0,Cash
38404,344,202,2,2024-03-16 12:00:00,735236.3999999999,Cash
38405,405,216,3,2024-03-16 12:00:00,69770.5,Cash
38406,700,216,3,2024-03-16 12:00:00,157431.0,Credit Card
38407,160,258,3,2024-03-16 12:00:00,128484.5,Credit Card
38408,902,258,3,2024-03-16 12:00:00,803866.9,Cash
38409,800,376,3,2024-03-16 12:00:00,140071.9,Credit Card
38410,618,258,3,2024-03-16 12:00:00,134148.5,Cash
38411,378,31,3,2024-03-16 12:00:00,706687.0,Credit Card
38412,459,216,3,2024-03-16 12:00:00,419056.6,Cash
38413,605,299,3,2024-03-16 12:00:00,196117.5,Cash
38414,60,46,4,2024-03-16 12:00:00,111212.7,Credit Card
38415,593,69,4,2024-03-16 12:00:00,696959.3,Cash
38416,177,480,4,2024-03-16 12:00:00,220419.6,Cash
38417,480,46,4,2024-03-16 12:00:00,76004.9,Cash
38418,347,46,4,2024-03-16 12:00:00,596444.9,Credit Card
38419,121,472,5,2024-03-16 12:00:00,99328.0,Credit Card
38420,42,221,5,2024-03-16 12:00:00,99998.7,Credit Card
38421,778,190,5,2024-03-16 12:00:00,52642.3,Credit Card
38422,695,472,5,2024-03-16 12:00:00,133418.80000000002,Cash
38423,978,8,5,2024-03-16 12:00:00,143827.5,Cash
38424,465,205,6,2024-03-16 12:00:00,121684.9,Cash
38425,581,111,6,2024-03-16 12:00:00,806258.8,Cash
38426,654,111,6,2024-03-16 12:00:00,161466.4,Credit Card
38427,418,205,6,2024-03-16 12:00:00,640277.5,Cash
38428,510,312,6,2024-03-16 12:00:00,133817.09999999998,Cash
38429,556,297,6,2024-03-16 12:00:00,752023.3,Cash
38430,576,58,6,2024-03-16 12:00:00,1069778.0,Credit Card
38431,767,161,6,2024-03-16 12:00:00,114814.8,Cash
38432,569,111,6,2024-03-16 12:00:00,791999.8999999999,Cash
38433,113,13,7,2024-03-16 12:00:00,642263.5,Cash
38434,668,251,7,2024-03-16 12:00:00,333884.60000000003,Cash
38435,101,490,7,2024-03-16 12:00:00,111005.6,Cash
38436,900,490,7,2024-03-16 12:00:00,830454.8,Cash
38437,460,262,7,2024-03-16 12:00:00,896926.1,Credit Card
38438,239,262,7,2024-03-16 12:00:00,622158.7,Credit Card
38439,493,378,7,2024-03-16 12:00:00,631423.8,Credit Card
38440,381,71,8,2024-03-16 12:00:00,162633.0,Credit Card
38441,815,11,8,2024-03-16 12:00:00,1027222.0,Credit Card
38442,720,11,8,2024-03-16 12:00:00,141927.6,Cash
38443,513,157,8,2024-03-16 12:00:00,198399.3,Cash
38444,412,147,9,2024-03-16 12:00:00,168921.89999999997,Cash
38445,636,147,9,2024-03-16 12:00:00,948405.8,Credit Card
38446,148,186,9,2024-03-16 12:00:00,145329.30000000002,Cash
38447,250,147,9,2024-03-16 12:00:00,110104.0,Cash
38448,96,147,9,2024-03-16 12:00:00,729131.5,Credit Card
38449,421,147,9,2024-03-16 12:00:00,863054.5,Cash
38450,710,147,9,2024-03-16 12:00:00,63922.5,Cash
38451,586,147,9,2024-03-16 12:00:00,166929.8,Credit Card
38452,124,147,9,2024-03-16 12:00:00,810518.0,Credit Card
38453,987,194,10,2024-03-16 12:00:00,123036.6,Credit Card
38454,258,194,10,2024-03-16 12:00:00,145707.2,Cash
38455,159,194,10,2024-03-16 12:00:00,68735.4,Cash
38456,805,194,10,2024-03-16 12:00:00,92729.2,Cash
38457,710,194,10,2024-03-16 12:00:00,152619.0,Cash
38458,597,194,10,2024-03-16 12:00:00,140852.09999999998,Cash
38459,498,26,10,2024-03-16 12:00:00,685237.4,Cash
38460,453,26,10,2024-03-16 12:00:00,149481.6,Credit Card
38461,704,26,10,2024-03-16 12:00:00,109598.0,Cash
38462,562,194,10,2024-03-16 12:00:00,335477.4,Cash
39688,839,54,1,2024-03-16 13:00:00,589052.6,Credit Card
39689,479,305,1,2024-03-16 13:00:00,532062.7,Cash
39690,625,54,1,2024-03-16 13:00:00,474829.0,Cash
39691,514,91,2,2024-03-16 13:00:00,156189.0,Cash
39692,835,257,2,2024-03-16 13:00:00,145157.2,Cash
39693,110,257,2,2024-03-16 13:00:00,148671.80000000002,Cash
39694,637,345,2,2024-03-16 13:00:00,633596.3,Credit Card
39695,152,91,2,2024-03-16 13:00:00,562315.6000000001,Credit Card
39696,180,216,3,2024-03-16 13:00:00,322230.2,Cash
39697,495,31,3,2024-03-16 13:00:00,172713.4,Cash
39698,157,216,3,2024-03-16 13:00:00,1104192.8,Cash
39699,831,31,3,2024-03-16 13:00:00,760262.9,Cash
39700,391,299,3,2024-03-16 13:00:00,1018648.2,Credit Card
39701,752,31,3,2024-03-16 13:00:00,168664.3,Credit Card
39702,645,46,4,2024-03-16 13:00:00,880091.2000000001,Cash
39703,385,480,4,2024-03-16 13:00:00,775760.0,Cash
39704,504,46,4,2024-03-16 13:00:00,673596.6,Credit Card
39705,409,139,4,2024-03-16 13:00:00,155876.9,Credit Card
39706,288,139,4,2024-03-16 13:00:00,133094.8,Credit Card
39707,565,46,4,2024-03-16 13:00:00,156024.1,Credit Card
39708,663,69,4,2024-03-16 13:00:00,668570.4,Credit Card
39709,611,8,5,2024-03-16 13:00:00,136811.09999999998,Cash
39710,386,146,5,2024-03-16 13:00:00,123030.3,Cash
39711,294,472,5,2024-03-16 13:00:00,153448.1,Credit Card
39712,181,319,5,2024-03-16 13:00:00,725000.1,Credit Card
39713,36,190,5,2024-03-16 13:00:00,714655.5,Cash
39714,217,190,5,2024-03-16 13:00:00,220539.2,Credit Card
39715,635,312,6,2024-03-16 13:00:00,87025.7,Credit Card
39716,922,312,6,2024-03-16 13:00:00,716201.4,Credit Card
39717,208,205,6,2024-03-16 13:00:00,945569.8,Cash
39718,167,58,6,2024-03-16 13:00:00,307248.10000000003,Cash
39719,159,481,6,2024-03-16 13:00:00,109280.5,Credit Card
39720,328,297,6,2024-03-16 13:00:00,166951.09999999998,Credit Card
39721,131,490,7,2024-03-16 13:00:00,103585.3,Cash
39722,378,251,7,2024-03-16 13:00:00,682346.8,Cash
39723,946,331,7,2024-03-16 13:00:00,135942.7,Credit Card
39724,393,378,7,2024-03-16 13:00:00,684313.8,Cash
39725,950,343,7,2024-03-16 13:00:00,178737.3,Credit Card
39726,391,262,7,2024-03-16 13:00:00,632088.3999999999,Cash
39727,952,193,8,2024-03-16 13:00:00,116105.7,Cash
39728,410,11,8,2024-03-16 13:00:00,690181.7999999999,Cash
39729,620,332,8,2024-03-16 13:00:00,148627.80000000002,Credit Card
39730,671,112,8,2024-03-16 13:00:00,791364.3,Cash
39731,318,112,8,2024-03-16 13:00:00,621187.3999999999,Credit Card
39732,600,147,9,2024-03-16 13:00:00,607358.3,Credit Card
39733,224,186,9,2024-03-16 13:00:00,103903.5,Cash
39734,340,147,9,2024-03-16 13:00:00,560681.6,Cash
39735,82,186,9,2024-03-16 13:00:00,875733.6000000001,Credit Card
39736,226,147,9,2024-03-16 13:00:00,796635.3,Credit Card
39737,771,147,9,2024-03-16 13:00:00,212786.6,Credit Card
39738,421,26,10,2024-03-16 13:00:00,538751.5,Cash
39739,103,26,10,2024-03-16 13:00:00,860066.2,Cash
39740,5,26,10,2024-03-16 13:00:00,70495.5,Cash
39741,291,194,10,2024-03-16 13:00:00,169381.9,Cash
39742,108,194,10,2024-03-16 13:00:00,147820.9,Credit Card
40988,708,305,1,2024-03-16 14:00:00,136205.7,Credit Card
40989,243,305,1,2024-03-16 14:00:00,156781.4,Cash
40990,926,54,1,2024-03-16 14:00:00,119023.2,Credit Card
40991,541,54,1,2024-03-16 14:00:00,128265.5,Credit Card
40992,363,345,2,2024-03-16 14:00:00,765356.7000000001,Credit Card
40993,432,345,2,2024-03-16 14:00:00,370264.0,Credit Card
40994,385,448,2,2024-03-16 14:00:00,314495.5,Credit Card
40995,754,257,2,2024-03-16 14:00:00,126780.5,Credit Card
40996,324,345,2,2024-03-16 14:00:00,162004.7,Credit Card
40997,91,345,2,2024-03-16 14:00:00,130327.2,Credit Card
40998,979,91,2,2024-03-16 14:00:00,142580.8,Credit Card
40999,856,216,3,2024-03-16 14:00:00,840094.1000000001,Credit Card
41000,162,376,3,2024-03-16 14:00:00,101411.0,Cash
41001,453,31,3,2024-03-16 14:00:00,158178.0,Cash
41002,243,216,3,2024-03-16 14:00:00,136075.1,Credit Card
41003,67,258,3,2024-03-16 14:00:00,170815.3,Credit Card
41004,57,299,3,2024-03-16 14:00:00,62989.5,Credit Card
41005,791,139,4,2024-03-16 14:00:00,499535.8,Credit Card
41006,662,480,4,2024-03-16 14:00:00,804665.8,Credit Card
41007,923,69,4,2024-03-16 14:00:00,716185.9,Cash
41008,214,69,4,2024-03-16 14:00:00,744509.9,Cash
41009,803,46,4,2024-03-16 14:00:00,787916.9,Credit Card
41010,524,480,4,2024-03-16 14:00:00,787427.7000000001,Credit Card
41011,457,46,4,2024-03-16 14:00:00,145989.7,Credit Card
41012,531,221,5,2024-03-16 14:00:00,684351.2999999999,Credit Card
41013,701,221,5,2024-03-16 14:00:00,555580.0,Credit Card
41014,976,319,5,2024-03-16 14:00:00,756919.2999999999,Cash
41015,57,190,5,2024-03-16 14:00:00,129578.4,Credit Card
41016,241,472,5,2024-03-16 14:00:00,105973.69999999998,Cash
41017,664,146,5,2024-03-16 14:00:00,1132496.1,Cash
41018,951,472,5,2024-03-16 14:00:00,596548.7999999999,Credit Card
41019,340,221,5,2024-03-16 14:00:00,794018.7,Cash
41020,724,312,6,2024-03-16 14:00:00,471981.0,Credit Card
41021,81,481,6,2024-03-16 14:00:00,715996.6000000001,Credit Card
41022,820,58,6,2024-03-16 14:00:00,136375.1,Credit Card
41023,810,205,6,2024-03-16 14:00:00,751030.2999999999,Credit Card
41024,273,161,6,2024-03-16 14:00:00,838883.7,Credit Card
41025,139,331,7,2024-03-16 14:00:00,122501.0,Cash
41026,618,251,7,2024-03-16 14:00:00,153956.8,Credit Card
41027,437,343,7,2024-03-16 14:00:00,572467.8,Credit Card
41028,480,490,7,2024-03-16 14:00:00,58324.7,Cash
41029,412,378,7,2024-03-16 14:00:00,190806.0,Credit Card
41030,230,343,7,2024-03-16 14:00:00,161468.2,Cash
41031,991,251,7,2024-03-16 14:00:00,197552.0,Credit Card
41032,926,378,7,2024-03-16 14:00:00,180417.3,Cash
41033,127,490,7,2024-03-16 14:00:00,77735.6,Cash
41034,590,382,8,2024-03-16 14:00:00,187161.5,Cash
41035,122,382,8,2024-03-16 14:00:00,126357.1,Cash
41036,603,382,8,2024-03-16 14:00:00,433476.3,Cash
41037,699,112,8,2024-03-16 14:00:00,296177.9,Credit Card
41038,351,71,8,2024-03-16 14:00:00,146285.2,Cash
41039,466,382,8,2024-03-16 14:00:00,668530.3999999999,Credit Card
41040,348,147,9,2024-03-16 14:00:00,635033.7,Cash
41041,469,186,9,2024-03-16 14:00:00,822400.8,Cash
41042,803,186,9,2024-03-16 14:00:00,448147.6,Credit Card
41043,257,186,9,2024-03-16 14:00:00,511161.2,Credit Card
41044,930,147,9,2024-03-16 14:00:00,578543.1000000001,Cash
41045,952,26,10,2024-03-16 14:00:00,189395.5,Credit Card
41046,842,194,10,2024-03-16 14:00:00,162278.9,Credit Card
41047,316,26,10,2024-03-16 14:00:00,122581.1,Credit Card
41048,545,194,10,2024-03-16 14:00:00,777261.4,Credit Card
41049,926,26,10,2024-03-16 14:00:00,106656.5,Cash
41050,215,26,10,2024-03-16 14:00:00,127823.9,Credit Card
41051,715,26,10,2024-03-16 14:00:00,135341.59999999998,Credit Card
41052,143,194,10,2024-03-16 14:00:00,71676.0,Cash
41053,302,26,10,2024-03-16 14:00:00,166336.5,Credit Card
42287,387,305,1,2024-03-16 15:00:00,209643.6,Credit Card
42288,690,305,1,2024-03-16 15:00:00,96592.7,Cash
42289,960,305,1,2024-03-16 15:00:00,116868.4,Cash
42290,5,305,1,2024-03-16 15:00:00,147115.9,Credit Card
42291,749,54,1,2024-03-16 15:00:00,1159586.1,Credit Card
42292,278,305,1,2024-03-16 15:00:00,971752.0,Credit Card
42293,940,302,2,2024-03-16 15:00:00,122631.8,Cash
42294,528,345,2,2024-03-16 15:00:00,650313.6,Credit Card
42295,828,302,2,2024-03-16 15:00:00,748856.5,Cash
42296,974,216,3,2024-03-16 15:00:00,952907.3,Credit Card
42297,481,376,3,2024-03-16 15:00:00,667422.8999999999,Credit Card
42298,403,31,3,2024-03-16 15:00:00,135443.9,Cash
42299,25,258,3,2024-03-16 15:00:00,219255.7,Credit Card
42300,10,31,3,2024-03-16 15:00:00,552435.5,Cash
42301,248,31,3,2024-03-16 15:00:00,557079.1,Cash
42302,802,31,3,2024-03-16 15:00:00,152481.0,Credit Card
42303,282,216,3,2024-03-16 15:00:00,109901.6,Cash
42304,687,376,3,2024-03-16 15:00:00,190477.5,Credit Card
42305,739,31,3,2024-03-16 15:00:00,823329.5,Credit Card
42306,367,139,4,2024-03-16 15:00:00,78817.6,Cash
42307,692,46,4,2024-03-16 15:00:00,187071.3,Credit Card
42308,175,46,4,2024-03-16 15:00:00,129116.4,Credit Card
42309,74,146,5,2024-03-16 15:00:00,103095.7,Credit Card
42310,745,319,5,2024-03-16 15:00:00,950489.4,Cash
42311,266,319,5,2024-03-16 15:00:00,1082765.2000000002,Cash
42312,432,190,5,2024-03-16 15:00:00,826166.1,Credit Card
42313,317,472,5,2024-03-16 15:00:00,145321.69999999998,Credit Card
42314,590,146,5,2024-03-16 15:00:00,119806.3,Cash
42315,551,190,5,2024-03-16 15:00:00,146611.0,Credit Card
42316,288,190,5,2024-03-16 15:00:00,131380.9,Credit Card
42317,876,275,6,2024-03-16 15:00:00,147804.3,Credit Card
42318,795,481,6,2024-03-16 15:00:00,101596.1,Cash
42319,796,275,6,2024-03-16 15:00:00,670062.0,Cash
42320,481,312,6,2024-03-16 15:00:00,966343.0,Credit Card
42321,329,262,7,2024-03-16 15:00:00,189389.0,Credit Card
42322,469,343,7,2024-03-16 15:00:00,481498.1,Cash
42323,649,378,7,2024-03-16 15:00:00,182317.2,Cash
42324,969,343,7,2024-03-16 15:00:00,792001.1000000001,Cash
42325,162,332,8,2024-03-16 15:00:00,98366.5,Credit Card
42326,873,71,8,2024-03-16 15:00:00,106377.6,Cash
42327,965,332,8,2024-03-16 15:00:00,143435.7,Cash
42328,232,193,8,2024-03-16 15:00:00,517852.8999999999,Cash
42329,33,193,8,2024-03-16 15:00:00,203917.0,Credit Card
42330,173,322,8,2024-03-16 15:00:00,150657.4,Cash
42331,438,147,9,2024-03-16 15:00:00,164214.7,Credit Card
42332,220,147,9,2024-03-16 15:00:00,955178.2,Credit Card
42333,647,147,9,2024-03-16 15:00:00,197590.6,Credit Card
42334,11,194,10,2024-03-16 15:00:00,189389.9,Cash
42335,75,194,10,2024-03-16 15:00:00,155144.7,Cash
42336,518,194,10,2024-03-16 15:00:00,214745.8,Credit Card
42337,295,194,10,2024-03-16 15:00:00,208515.6,Credit Card
42338,405,26,10,2024-03-16 15:00:00,130309.9,Credit Card
42339,552,194,10,2024-03-16 15:00:00,564854.9,Credit Card
42340,955,194,10,2024-03-16 15:00:00,531561.9,Credit Card
42341,707,194,10,2024-03-16 15:00:00,583637.7,Credit Card
42342,305,26,10,2024-03-16 15:00:00,114178.0,Credit Card
42343,241,194,10,2024-03-16 15:00:00,70156.9,Credit Card
43567,153,54,1,2024-03-16 16:00:00,666668.3,Credit Card
43568,767,54,1,2024-03-16 16:00:00,161824.3,Cash
43569,791,305,1,2024-03-16 16:00:00,499752.6,Credit Card
43570,998,54,1,2024-03-16 16:00:00,766802.8999999999,Cash
43571,907,305,1,2024-03-16 16:00:00,150490.7,Cash
43572,596,305,1,2024-03-16 16:00:00,1051815.2,Cash
43573,34,305,1,2024-03-16 16:00:00,975680.0,Cash
43574,621,305,1,2024-03-16 16:00:00,393457.0,Credit Card
43575,151,54,1,2024-03-16 16:00:00,173674.0,Credit Card
43576,957,54,1,2024-03-16 16:00:00,160478.19999999998,Cash
43577,761,54,1,2024-03-16 16:00:00,180070.40000000002,Cash
43578,646,54,1,2024-03-16 16:00:00,157317.90000000002,Cash
43579,628,305,1,2024-03-16 16:00:00,167454.40000000002,Credit Card
43580,186,305,1,2024-03-16 16:00:00,174290.6,Credit Card
43581,273,54,1,2024-03-16 16:00:00,1052190.1,Cash
43582,341,295,2,2024-03-16 16:00:00,75748.2,Cash
43583,337,448,2,2024-03-16 16:00:00,111896.4,Credit Card
43584,234,295,2,2024-03-16 16:00:00,136521.2,Credit Card
43585,319,202,2,2024-03-16 16:00:00,739995.5,Credit Card
43586,184,295,2,2024-03-16 16:00:00,517719.9,Cash
43587,581,258,3,2024-03-16 16:00:00,644481.6000000001,Credit Card
43588,364,258,3,2024-03-16 16:00:00,181666.7,Cash
43589,193,31,3,2024-03-16 16:00:00,224535.1,Cash
43590,443,216,3,2024-03-16 16:00:00,120514.7,Credit Card
43591,192,299,3,2024-03-16 16:00:00,102644.9,Credit Card
43592,358,258,3,2024-03-16 16:00:00,170336.0,Credit Card
43593,64,299,3,2024-03-16 16:00:00,148573.5,Cash
43594,344,216,3,2024-03-16 16:00:00,701985.2,Cash
43595,275,216,3,2024-03-16 16:00:00,417200.7,Cash
43596,966,258,3,2024-03-16 16:00:00,170020.5,Cash
43597,293,299,3,2024-03-16 16:00:00,296390.9,Cash
43598,202,216,3,2024-03-16 16:00:00,132157.3,Cash
43599,902,69,4,2024-03-16 16:00:00,859499.4999999999,Credit Card
43600,547,46,4,2024-03-16 16:00:00,152779.19999999998,Credit Card
43601,282,139,4,2024-03-16 16:00:00,101472.7,Cash
43602,27,139,4,2024-03-16 16:00:00,1016878.9,Credit Card
43603,464,480,4,2024-03-16 16:00:00,116112.0,Credit Card
43604,985,46,4,2024-03-16 16:00:00,145139.7,Cash
43605,899,480,4,2024-03-16 16:00:00,180520.3,Cash
43606,160,480,4,2024-03-16 16:00:00,116166.3,Credit Card
43607,349,69,4,2024-03-16 16:00:00,134368.4,Credit Card
43608,14,139,4,2024-03-16 16:00:00,75479.6,Credit Card
43609,200,480,4,2024-03-16 16:00:00,612551.8,Credit Card
43610,579,69,4,2024-03-16 16:00:00,132105.7,Cash
43611,160,190,5,2024-03-16 16:00:00,121491.0,Cash
43612,48,472,5,2024-03-16 16:00:00,120150.3,Credit Card
43613,912,472,5,2024-03-16 16:00:00,97299.3,Credit Card
43614,213,146,5,2024-03-16 16:00:00,193744.6,Cash
43615,645,8,5,2024-03-16 16:00:00,794532.5,Cash
43616,577,319,5,2024-03-16 16:00:00,147138.09999999998,Cash
43617,660,111,6,2024-03-16 16:00:00,506661.9,Credit Card
43618,53,205,6,2024-03-16 16:00:00,951393.4,Cash
43619,107,111,6,2024-03-16 16:00:00,96872.3,Cash
43620,377,481,6,2024-03-16 16:00:00,694112.8999999999,Credit Card
43621,305,161,6,2024-03-16 16:00:00,57976.0,Credit Card
43622,201,58,6,2024-03-16 16:00:00,683000.2,Credit Card
43623,456,205,6,2024-03-16 16:00:00,566552.7999999999,Credit Card
43624,329,312,6,2024-03-16 16:00:00,115170.9,Cash
43625,576,111,6,2024-03-16 16:00:00,520746.4,Credit Card
43626,862,481,6,2024-03-16 16:00:00,947922.2,Cash
43627,894,343,7,2024-03-16 16:00:00,208708.8,Credit Card
43628,319,13,7,2024-03-16 16:00:00,942654.3,Cash
43629,261,378,7,2024-03-16 16:00:00,108998.0,Credit Card
43630,421,251,7,2024-03-16 16:00:00,953824.8,Credit Card
43631,120,262,7,2024-03-16 16:00:00,655215.0,Cash
43632,113,378,7,2024-03-16 16:00:00,767452.6,Cash
43633,583,378,7,2024-03-16 16:00:00,160877.59999999998,Credit Card
43634,445,251,7,2024-03-16 16:00:00,826377.6,Cash
43635,216,262,7,2024-03-16 16:00:00,68972.8,Cash
43636,746,251,7,2024-03-16 16:00:00,88126.09999999999,Cash
43637,669,331,7,2024-03-16 16:00:00,588398.8,Cash
43638,546,71,8,2024-03-16 16:00:00,762850.2000000001,Cash
43639,737,11,8,2024-03-16 16:00:00,92428.3,Cash
43640,903,112,8,2024-03-16 16:00:00,563436.9,Cash
43641,436,322,8,2024-03-16 16:00:00,87340.29999999999,Credit Card
43642,467,193,8,2024-03-16 16:00:00,715738.6,Cash
43643,172,112,8,2024-03-16 16:00:00,113732.8,Cash
43644,648,322,8,2024-03-16 16:00:00,81215.4,Credit Card
43645,887,11,8,2024-03-16 16:00:00,150548.8,Cash
43646,563,332,8,2024-03-16 16:00:00,325170.4,Credit Card
43647,287,332,8,2024-03-16 16:00:00,324724.3,Cash
43648,298,322,8,2024-03-16 16:00:00,173415.5,Cash
43649,401,157,8,2024-03-16 16:00:00,93962.19999999998,Cash
43650,512,382,8,2024-03-16 16:00:00,124700.0,Credit Card
43651,615,147,9,2024-03-16 16:00:00,155937.7,Credit Card
43652,629,147,9,2024-03-16 16:00:00,175374.40000000002,Credit Card
43653,53,186,9,2024-03-16 16:00:00,909788.3,Credit Card
43654,770,186,9,2024-03-16 16:00:00,156278.1,Cash
43655,334,186,9,2024-03-16 16:00:00,512593.1,Credit Card
43656,864,186,9,2024-03-16 16:00:00,132635.0,Cash
43657,323,186,9,2024-03-16 16:00:00,660668.7,Cash
43658,37,186,9,2024-03-16 16:00:00,481459.9,Credit Card
43659,761,147,9,2024-03-16 16:00:00,158415.4,Credit Card
43660,420,147,9,2024-03-16 16:00:00,702576.1,Credit Card
43661,518,186,9,2024-03-16 16:00:00,877347.0,Credit Card
43662,556,186,9,2024-03-16 16:00:00,784452.0,Credit Card
43663,238,186,9,2024-03-16 16:00:00,148968.3,Cash
43664,73,186,9,2024-03-16 16:00:00,211877.6,Cash
43665,952,194,10,2024-03-16 16:00:00,187682.3,Credit Card
43666,418,194,10,2024-03-16 16:00:00,947249.6,Cash
43667,63,26,10,2024-03-16 16:00:00,525991.5,Cash
43668,927,194,10,2024-03-16 16:00:00,159499.40000000002,Credit Card
43669,50,194,10,2024-03-16 16:00:00,206345.10000000003,Cash
43670,240,26,10,2024-03-16 16:00:00,196452.5,Cash
43671,432,26,10,2024-03-16 16:00:00,1033647.7,Cash
43672,995,194,10,2024-03-16 16:00:00,81749.0,Cash
43673,489,194,10,2024-03-16 16:00:00,173240.7,Credit Card
43674,450,26,10,2024-03-16 16:00:00,946010.5,Credit Card
43675,45,194,10,2024-03-16 16:00:00,563298.3,Cash
43676,629,194,10,2024-03-16 16:00:00,130078.80000000002,Cash
43677,867,26,10,2024-03-16 16:00:00,130984.2,Credit Card
43678,443,26,10,2024-03-16 16:00:00,191385.6,Cash
45568,265,305,1,2024-03-16 17:00:00,782182.8,Cash
45569,728,305,1,2024-03-16 17:00:00,206480.4,Credit Card
45570,736,54,1,2024-03-16 17:00:00,86887.70000000001,Credit Card
45571,950,305,1,2024-03-16 17:00:00,151998.8,Credit Card
45572,732,54,1,2024-03-16 17:00:00,460884.9,Credit Card
45573,713,54,1,2024-03-16 17:00:00,135049.19999999998,Credit Card
45574,937,305,1,2024-03-16 17:00:00,562664.4,Cash
45575,433,54,1,2024-03-16 17:00:00,521669.3000000001,Credit Card
45576,567,305,1,2024-03-16 17:00:00,127131.9,Credit Card
45577,251,305,1,2024-03-16 17:00:00,104040.6,Credit Card
45578,216,91,2,2024-03-16 17:00:00,137134.0,Credit Card
45579,640,202,2,2024-03-16 17:00:00,682189.6000000001,Credit Card
45580,833,295,2,2024-03-16 17:00:00,865056.7,Credit Card
45581,247,257,2,2024-03-16 17:00:00,478721.8,Credit Card
45582,986,302,2,2024-03-16 17:00:00,738672.2,Cash
45583,730,302,2,2024-03-16 17:00:00,186226.7,Credit Card
45584,62,345,2,2024-03-16 17:00:00,102155.5,Cash
45585,409,202,2,2024-03-16 17:00:00,135550.5,Credit Card
45586,118,91,2,2024-03-16 17:00:00,146839.9,Cash
45587,989,448,2,2024-03-16 17:00:00,105772.2,Cash
45588,770,257,2,2024-03-16 17:00:00,197244.6,Cash
45589,429,345,2,2024-03-16 17:00:00,200366.5,Cash
45590,79,299,3,2024-03-16 17:00:00,162599.09999999998,Cash
45591,383,376,3,2024-03-16 17:00:00,474921.8,Credit Card
45592,518,376,3,2024-03-16 17:00:00,795647.5,Cash
45593,181,31,3,2024-03-16 17:00:00,556218.0,Credit Card
45594,962,258,3,2024-03-16 17:00:00,85872.8,Cash
45595,692,376,3,2024-03-16 17:00:00,121032.8,Cash
45596,853,299,3,2024-03-16 17:00:00,1116093.8,Credit Card
45597,386,258,3,2024-03-16 17:00:00,167937.30000000002,Cash
45598,702,299,3,2024-03-16 17:00:00,151270.2,Cash
45599,278,31,3,2024-03-16 17:00:00,916433.2,Credit Card
45600,165,216,3,2024-03-16 17:00:00,684601.1000000001,Cash
45601,420,376,3,2024-03-16 17:00:00,732200.9,Credit Card
45602,910,216,3,2024-03-16 17:00:00,140387.4,Credit Card
45603,824,376,3,2024-03-16 17:00:00,673159.5000000001,Cash
45604,232,46,4,2024-03-16 17:00:00,481351.5,Credit Card
45605,966,46,4,2024-03-16 17:00:00,114300.5,Cash
45606,3,480,4,2024-03-16 17:00:00,113770.5,Credit Card
45607,830,69,4,2024-03-16 17:00:00,81545.7,Cash
45608,808,69,4,2024-03-16 17:00:00,518998.7,Credit Card
45609,78,480,4,2024-03-16 17:00:00,152652.19999999998,Credit Card
45610,620,480,4,2024-03-16 17:00:00,164682.09999999998,Cash
45611,846,46,4,2024-03-16 17:00:00,170023.2,Cash
45612,550,139,4,2024-03-16 17:00:00,514185.1,Credit Card
45613,163,46,4,2024-03-16 17:00:00,161156.3,Cash
45614,269,69,4,2024-03-16 17:00:00,140085.6,Cash
45615,356,46,4,2024-03-16 17:00:00,139486.7,Cash
45616,752,139,4,2024-03-16 17:00:00,110460.1,Credit Card
45617,262,190,5,2024-03-16 17:00:00,1033340.8,Credit Card
45618,795,221,5,2024-03-16 17:00:00,89276.1,Credit Card
